40.109391	-88.220888
40.104261	-88.22117
40.101353	-88.235001
40.103752	-88.229736
40.112183	-88.227867
40.112415	-88.225731
40.111977	-88.225716
40.104429	88.227443
40.111286	-88.225342
40.110672	-88.226318
40.110668	-88.22583
40.110714	-88.227448
40.112087	-88.225296
40.112026	-88.224197
40.103786	-88.228683
40.111385	-88.224335
40.111305	-88.224052
40.112431	-88.22924
40.11116	-88.22921
40.11327	-88.227776
40.112919	-88.225708
40.11335	-88.225098
40.113682	-88.225189
40.113626434158576	-88.226338326931
40.114189	-88.226578
40.104397	-88.229866
40.115349	-88.226463
40.116039	-88.225533
40.115673	-88.224136
40.114689	-88.225456
40.114357	-88.225395
40.114128	-88.224121
40.104488	-88.225094
40.114639	-88.223434
40.113926	-88.223717
40.112057	-88.221313
40.10219	-88.228363
40.099114	-88.220201
40.11404	-88.222923
40.101238	-88.234822
40.111874	-88.223106
40.111744	-88.222664
40.111225	-88.223427
40.110668	-88.222893
40.111111	-88.222183
40.110924	-88.22155
40.103165	-88.22834
40.103595	-88.237099
40.110981	-88.219727
40.112324	-88.219978
40.101935	-88.237381
40.109669	-88.225761
40.109463	-88.224335
40.109642	-88.223595
40.110207	-88.222763
40.109741	-88.222771
40.109413	-88.222061
40.103329	-88.228233
40.108913	-88.219841
40.107162	-88.221046
40.107147	-88.222565
40.106804	-88.22261
40.106476	-88.222603
40.106079	-88.221664
40.106419	-88.221642
40.106449	-88.22139
40.106136	-88.221085
40.106178	-88.21981
40.105183	-88.228363
40.101931	-88.234259
40.106712	-88.219627
40.106884	-88.219414
40.10622	-88.22364
40.10553	-88.223717
40.105194	-88.222984
40.104504	-88.223167
40.105442	-88.222374
40.105579	-88.220673
40.105003	-88.227501
40.105423	-88.220329
40.105408	-88.219543
40.105278	-88.219368
40.104694	-88.220757
40.104767	-88.220055
40.104317	-88.221718
40.103996	-88.22113
40.103512	-88.221336
40.103069	-88.219856
40.097324	-88.213524
40.101391	-88.226471
40.09742	-88.213089
